Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
amazing-ice-sunglasses-collection18,,,,,,,,m,,red,,water,8b5b676c-1895-46dd-a848-b3a715c6a6d6,4011.0,,0,deny,manual,201.50,270.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,46.47,,collection18
amazing-ice-sunglasses-collection18,,,,,,,,m,,blue,,water,dbe662ff-f636-4008-a63a-d3af750da5df,1538.0,,0,deny,manual,4.83,248.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,101.20,,collection18
amazing-ice-sunglasses-collection18,,,,,,,,l,,red,,water,4af4f7a2-09fd-4373-b8b0-b281cb95e9a1,4803.0,,0,deny,manual,16.27,606.84,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,319.08,,collection18
amazing-ice-sunglasses-collection18,,,,,,,,l,,blue,,water,18941f55-719c-44f6-b81f-bd3738c243d0,2939.0,,0,deny,manual,438.61,461.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,278.01,,collection18
amazing-ice-sunglasses-collection18,,,,,,,,xl,,red,,water,3da71c0b-fb51-4ab0-acc5-1b8b929aa2fb,1418.0,,0,deny,manual,172.95,226.88,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,31.47,,collection18
amazing-ice-sunglasses-collection18,,,,,,,,xl,,blue,,water,df28ed30-70ea-4310-ac62-15fcf43ff07e,2302.0,,0,deny,manual,105.84,866.59,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,738.42,,collection18
amazing-ice-sunglasses-collection17,Amazing Ice Sunglasses Collection17,,Shopify,Books,,TRUE,Size,xs,Color,red,Element,water,32dd6b36-bb04-4c80-9d6a-8fbb8b7da841,4532.0,,0,deny,manual,9.91,236.90,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_41d4da2c-7db0-4255-89c9-b6905118eee1.jpg?v=1614297352,1,,FALSE,,,,,,,,,,,,,,,,,kg,,43.26,active,collection17
amazing-ice-sunglasses-collection17,,,,,,,,xs,,blue,,water,55ab6ac3-96a0-4a25-b250-e1280563a78e,3671.0,,0,deny,manual,162.08,272.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,103.44,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,s,,red,,water,58c1bc7c-a98d-496f-9750-c4eb1ecd8414,4525.0,,0,deny,manual,72.32,218.82,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,34.00,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,s,,blue,,water,32bd3bcf-2a0b-4160-8663-5b6cbb87c66b,2143.0,,0,deny,manual,66.33,613.05,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,447.85,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,m,,red,,water,cb023d2d-36af-4ad1-bf11-5f1ccd72a349,2076.0,,0,deny,manual,114.74,987.68,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,95.07,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,m,,blue,,water,29ca4f09-f95d-4a47-9b95-3852c069ba04,1532.0,,0,deny,manual,307.02,541.69,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,523.67,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,l,,red,,water,4a789ee8-a1dd-49d7-946a-fba074259cfc,4644.0,,0,deny,manual,195.76,702.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,470.46,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,l,,blue,,water,f5ac6b4e-6fd8-4b31-880b-e25256209b60,2189.0,,0,deny,manual,4.30,16.94,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,13.20,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,xl,,red,,water,47fe4120-8de1-4297-865f-30ec3a37fe4d,4487.0,,0,deny,manual,10.86,168.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,98.69,,collection17
amazing-ice-sunglasses-collection17,,,,,,,,xl,,blue,,water,2cb9cf2a-7114-4a6b-80c8-7cc11b9958e6,2906.0,,0,deny,manual,80.29,432.28,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,197.07,,collection17
amazing-ice-sunglasses-collection16,Amazing Ice Sunglasses Collection16,,Shopify,Books,,TRUE,Size,xs,Color,red,Element,water,260b6d5f-4891-4f62-be67-6656f27036ac,3313.0,,0,deny,manual,688.43,881.53,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_be893723-1346-4231-b0d5-9254c9d8e77e.jpg?v=1614297350,1,,FALSE,,,,,,,,,,,,,,,,,kg,,178.44,active,collection16
amazing-ice-sunglasses-collection16,,,,,,,,xs,,blue,,water,5ede92a0-a889-492e-aa3a-e4c9a8169ea3,244.0,,0,deny,manual,40.12,551.79,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,426.01,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,s,,red,,water,c261b6d4-6446-45d5-ae81-4601624c4552,1188.0,,0,deny,manual,82.79,173.84,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,72.44,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,s,,blue,,water,fd7aba02-d207-40a7-923b-764bb832f0c8,3702.0,,0,deny,manual,217.06,503.82,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,272.43,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,m,,red,,water,778bbabf-7541-4fec-80c9-5d3f25161d1b,884.0,,0,deny,manual,11.32,69.03,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,17.78,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,m,,blue,,water,409c2293-318f-42cd-9932-8c7ece69e19d,4957.0,,0,deny,manual,186.11,562.24,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,251.51,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,l,,red,,water,d497b007-060e-4a12-ab06-630e53c5ddcf,504.0,,0,deny,manual,118.98,259.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,176.64,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,l,,blue,,water,2d02ea24-4ef6-46b8-8bf7-ae2590ccb813,3549.0,,0,deny,manual,808.95,825.91,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,770.87,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,xl,,red,,water,1901ad8b-b821-45e2-a124-444fcb6216e1,4549.0,,0,deny,manual,15.85,148.36,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,12.81,,collection16
amazing-ice-sunglasses-collection16,,,,,,,,xl,,blue,,water,8105ab98-37da-4c02-b4c8-f433a703f25e,701.0,,0,deny,manual,93.40,735.15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,402.60,,collection16
amazing-ice-sunglasses-collection15,Amazing Ice Sunglasses Collection15,,Shopify,Books,,TRUE,Size,xs,Color,red,Element,water,76f45d47-6d02-4d1c-9697-d84608410623,4906.0,,0,deny,manual,132.49,824.76,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_c5d59c56-e4b1-46a5-954c-db68de7fb6a0.jpg?v=1614297348,1,,FALSE,,,,,,,,,,,,,,,,,kg,,143.89,active,collection15
amazing-ice-sunglasses-collection15,,,,,,,,xs,,blue,,water,c3ec5d50-e042-4627-a677-16f679fff3a8,449.0,,0,deny,manual,3.41,665.97,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,54.51,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,s,,red,,water,e48a3508-d55a-4fc0-8080-a1cea5ec617f,1118.0,,0,deny,manual,113.30,120.68,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,96.45,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,s,,blue,,water,3984b56d-ad44-45d3-b232-2ae0722aa957,1361.0,,0,deny,manual,520.72,735.14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,174.60,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,m,,red,,water,327c3081-e7ac-49a2-9ba8-53e708f5d3b3,838.0,,0,deny,manual,148.60,526.18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,416.85,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,m,,blue,,water,9d916f2c-2d39-423c-a8d8-74ba5c79199e,2919.0,,0,deny,manual,171.95,817.08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,811.07,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,l,,red,,water,bada109e-33db-4efa-ad0e-967ccacea1af,3354.0,,0,deny,manual,180.32,648.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,112.39,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,l,,blue,,water,fb94d9f5-90e2-4bbc-b225-f92e13c2aced,2202.0,,0,deny,manual,124.02,472.18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,117.23,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,xl,,red,,water,cd863d5e-5426-4d7f-9a79-e89cab8ec88d,1716.0,,0,deny,manual,267.81,359.98,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,323.28,,collection15
amazing-ice-sunglasses-collection15,,,,,,,,xl,,blue,,water,bb1760f5-fb5a-4d99-9ee5-3f1f80f7bdf7,3921.0,,0,deny,manual,241.48,790.89,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,218.38,,collection15
amazing-ice-sunglasses-collection14,Amazing Ice Sunglasses Collection14,,Shopify,Books,,TRUE,Size,xs,Color,red,Element,water,992aa65d-4cc3-416a-b50b-b86af2019e56,2940.0,,0,deny,manual,5.46,12.04,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_40fc7b14-11cc-4117-bcdc-e417a5b55c09.jpg?v=1614297347,1,,FALSE,,,,,,,,,,,,,,,,,kg,,1.21,active,collection14
amazing-ice-sunglasses-collection14,,,,,,,,xs,,blue,,water,c6e14cbe-d67b-4d08-8cbf-8acaf8b9a847,2033.0,,0,deny,manual,76.45,105.05,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,49.16,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,s,,red,,water,4647885d-34aa-4da7-adac-ab7c6c0d4f3b,4521.0,,0,deny,manual,75.87,535.16,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,515.08,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,s,,blue,,water,f650632d-f309-4ca5-bdd8-26680a0fbc3c,4677.0,,0,deny,manual,61.54,65.88,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,57.16,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,m,,red,,water,04caa679-83f5-4d1b-ae9f-8b52d1802714,348.0,,0,deny,manual,52.71,685.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,244.74,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,m,,blue,,water,c469f673-7a8d-4148-b4c4-19dc65e8fc3b,3004.0,,0,deny,manual,502.07,539.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,4.89,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,l,,red,,water,06ab87c6-f112-474f-9a38-8366b2b94ac5,1929.0,,0,deny,manual,298.05,467.82,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,113.26,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,l,,blue,,water,829eaa2d-a3b6-4da9-b388-0dbfcb50fad3,3750.0,,0,deny,manual,270.02,895.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,35.97,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,xl,,red,,water,355bc084-9784-46f6-936f-fe5f3eb1d9b9,680.0,,0,deny,manual,501.42,561.91,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,164.03,,collection14
amazing-ice-sunglasses-collection14,,,,,,,,xl,,blue,,water,300764ff-8cb3-4b26-bc68-4b1a315e7e06,4521.0,,0,deny,manual,545.65,625.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,509.57,,collection14
amazing-ice-sunglasses-collection13,Amazing Ice Sunglasses Collection13,,Shopify,Books,,TRUE,Size,xs,Color,red,Element,water,c8b24c38-bae7-4ce5-8167-13c1a1ca3a18,4558.0,,0,deny,manual,354.66,769.66,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_65c7ce81-9c64-4f14-a779-f616a08aa707.jpg?v=1614297345,1,,FALSE,,,,,,,,,,,,,,,,,kg,,482.70,active,collection13
amazing-ice-sunglasses-collection13,,,,,,,,xs,,blue,,water,f9a43a2f-789c-48c8-8df9-80c54a0ced7b,661.0,,0,deny,manual,165.29,830.86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,642.98,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,s,,red,,water,852639e6-c0a0-46ac-b1a5-1fb0f7d35469,3743.0,,0,deny,manual,294.78,353.61,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,19.92,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,s,,blue,,water,dd5c6ae1-8a75-4eb8-83ef-00db7ff37826,2014.0,,0,deny,manual,770.57,833.75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,175.98,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,m,,red,,water,3a89a20b-8187-457b-aaf1-76c7cdf7d021,1359.0,,0,deny,manual,193.26,458.40,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,431.53,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,m,,blue,,water,593eb740-9829-401b-b7f9-6abc65bb125c,3964.0,,0,deny,manual,36.16,59.31,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,52.38,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,l,,red,,water,2a483959-da04-4d46-b142-1a5bbce08269,334.0,,0,deny,manual,3.00,152.78,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,7.24,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,l,,blue,,water,8107ca64-188f-4273-a2a6-5747f012a696,4320.0,,0,deny,manual,418.83,498.48,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,170.96,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,xl,,red,,water,e3843043-9864-4291-8d04-288ad32a13aa,2504.0,,0,deny,manual,390.82,858.61,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,672.75,,collection13
amazing-ice-sunglasses-collection13,,,,,,,,xl,,blue,,water,8af0a7e3-af81-4efa-abd0-a1a5643fd14e,3157.0,,0,deny,manual,516.01,740.94,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,506.04,,collection13
amazing-ice-sunglasses-collection12,Amazing Ice Sunglasses Collection12,,Shopify,Books,,TRUE,Size,xs,Color,red,Element,water,13d52b3c-f06a-4364-a09e-745509d66acf,4197.0,,0,deny,manual,39.93,49.28,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0457/6431/3110/products/AAUvwnj0ICORVuxs41ODOvnhvedArLiSV20df7r8XBjEUQ_s900-c-k-c0x00ffffff-no-rj_00d4cde8-a2cf-46b2-9ec9-138783b2b54c.jpg?v=1614297343,1,,FALSE,,,,,,,,,,,,,,,,,kg,,12.57,active,collection12
amazing-ice-sunglasses-collection12,,,,,,,,xs,,blue,,water,9900ed78-bfbd-44d3-b4c8-2c7a349f70ab,3876.0,,0,deny,manual,88.15,430.29,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,335.82,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,s,,red,,water,e771bd8f-aef1-4b9f-9809-c700b7f9b540,1742.0,,0,deny,manual,403.97,634.32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,573.31,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,s,,blue,,water,7ccff2de-7edb-4e07-9c65-03113bac60b1,4091.0,,0,deny,manual,43.35,612.16,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,543.61,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,m,,red,,water,e61781ba-9c99-4c2a-8c6e-380c011edc8b,2159.0,,0,deny,manual,4.89,679.56,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,4.41,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,m,,blue,,water,a022c865-3659-4a2b-8e9d-0cb209f9a828,4996.0,,0,deny,manual,560.49,978.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,814.04,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,l,,red,,water,145c6216-4496-49ed-8897-4376aa5c311c,124.0,,0,deny,manual,19.00,497.70,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,231.65,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,l,,blue,,water,ab20a5b5-0502-44b9-8c43-5c6dafc09aa8,4357.0,,0,deny,manual,412.85,734.56,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,146.14,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,xl,,red,,water,483982e0-83a2-4bcf-951d-671b89396e14,4143.0,,0,deny,manual,252.94,269.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,30.53,,collection12
amazing-ice-sunglasses-collection12,,,,,,,,xl,,blue,,water,49442ef2-c0f1-4bd5-9f50-5e03c5ee588a,2060.0,,0,deny,manual,95.64,322.92,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,26.70,,collection12
